episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,policy_reward_min/agent,policy_reward_min/adversary0,policy_reward_min/adversary3,policy_reward_min/adversary2,policy_reward_min/adversary1,policy_reward_min/adversary4,policy_reward_min/adversary5,policy_reward_max/agent,policy_reward_max/adversary0,policy_reward_max/adversary3,policy_reward_max/adversary2,policy_reward_max/adversary1,policy_reward_max/adversary4,policy_reward_max/adversary5,policy_reward_mean/agent,policy_reward_mean/adversary0,policy_reward_mean/adversary3,policy_reward_mean/adversary2,policy_reward_mean/adversary1,policy_reward_mean/adversary4,policy_reward_mean/adversary5,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,perf/cpu_util_percent,perf/ram_util_percent,info/learner/adversary0/cur_kl_coeff,info/learner/adversary0/cur_lr,info/learner/adversary0/total_loss,info/learner/adversary0/policy_loss,info/learner/adversary0/vf_loss,info/learner/adversary0/vf_explained_var,info/learner/adversary0/kl,info/learner/adversary0/entropy,info/learner/adversary0/entropy_coeff,info/learner/adversary3/cur_kl_coeff,info/learner/adversary3/cur_lr,info/learner/adversary3/total_loss,info/learner/adversary3/policy_loss,info/learner/adversary3/vf_loss,info/learner/adversary3/vf_explained_var,info/learner/adversary3/kl,info/learner/adversary3/entropy,info/learner/adversary3/entropy_coeff,info/learner/adversary5/cur_kl_coeff,info/learner/adversary5/cur_lr,info/learner/adversary5/total_loss,info/learner/adversary5/policy_loss,info/learner/adversary5/vf_loss,info/learner/adversary5/vf_explained_var,info/learner/adversary5/kl,info/learner/adversary5/entropy,info/learner/adversary5/entropy_coeff,info/learner/agent/cur_kl_coeff,info/learner/agent/cur_lr,info/learner/agent/total_loss,info/learner/agent/policy_loss,info/learner/agent/vf_loss,info/learner/agent/vf_explained_var,info/learner/agent/kl,info/learner/agent/entropy,info/learner/agent/entropy_coeff,info/learner/adversary1/cur_kl_coeff,info/learner/adversary1/cur_lr,info/learner/adversary1/total_loss,info/learner/adversary1/policy_loss,info/learner/adversary1/vf_loss,info/learner/adversary1/vf_explained_var,info/learner/adversary1/kl,info/learner/adversary1/entropy,info/learner/adversary1/entropy_coeff,info/learner/adversary2/cur_kl_coeff,info/learner/adversary2/cur_lr,info/learner/adversary2/total_loss,info/learner/adversary2/policy_loss,info/learner/adversary2/vf_loss,info/learner/adversary2/vf_explained_var,info/learner/adversary2/kl,info/learner/adversary2/entropy,info/learner/adversary2/entropy_coeff,info/learner/adversary4/cur_kl_coeff,info/learner/adversary4/cur_lr,info/learner/adversary4/total_loss,info/learner/adversary4/policy_loss,info/learner/adversary4/vf_loss,info/learner/adversary4/vf_explained_var,info/learner/adversary4/kl,info/learner/adversary4/entropy,info/learner/adversary4/entropy_coeff
7.105427357601002e-15,-157.80023978839367,-6.926711655787924,27.0,922,25000,False,25000,922,1,a1c4d071aa404e8bb12711fc46dbc4cf,2020-02-05_00-28-49,1580862529,79.54177021980286,79.54177021980286,4051,ip-172-31-28-107,172.31.28.107,79.54177021980286,25000,1,8,1e45f84f,1,-85.679026435205,-5.407331654101483,-5.522323024060441,-6.832138229386487,-5.60345160911892,-44.48371693930112,-78.90011989419683,7.60505949738531,59.820590941191476,39.74693610065808,44.769208969098266,78.38077302523709,19.864716473484034,-0.28083881391827537,-15.237390726360406,14.85440357283478,13.674775405852879,13.92486399191327,16.676254965695122,8.724715292578878,-16.75180629806687,0.13192847640760058,0.2500959749917632,1.541120943618471,128,25000,7925.709,4431.602,11957.312,50929.751,23.2421875,10.564062499999999,0.20000000298023224,0.0005000000237487257,384.129,-0.07069647,384.19965,0.0,0.00026613474,5.6767054,0.0,0.20000000298023224,0.0005000000237487257,289.2857,0.03404604,289.25162,0.0,0.0002629161,5.6895533,0.0,0.20000000298023224,0.0005000000237487257,468.7163,-0.049116664,468.76535,5.9604645e-08,0.00026929379,5.674479,0.0,0.20000000298023224,0.0005000000237487257,1.3489224,-0.007336151,1.354771,0.22870894,0.0074368576,0.68593705,0.0,0.20000000298023224,0.0005000000237487257,470.09494,-0.042435683,470.13736,0.0,0.0002604723,5.7023473,0.0,0.20000000298023224,0.0005000000237487257,324.3626,-0.049277723,324.41183,0.0,0.00026327372,5.6894236,0.0,0.20000000298023224,0.0005000000237487257,155.90164,-0.009796793,155.91138,0.0,0.00026392937,5.6886907,0.0
7.105427357601002e-15,-109.78764746273461,-6.493803525499611,27.0,926,25000,False,50000,1848,2,a1c4d071aa404e8bb12711fc46dbc4cf,2020-02-05_00-28-58,1580862538,8.985499858856201,88.52727007865906,4051,ip-172-31-28-107,172.31.28.107,88.52727007865906,50000,2,8,1e45f84f,1,-105.11684094114432,-5.803715191381372,-6.7503054535282985,-5.093118210405166,-5.133244009272673,-34.893823731367306,-53.00528072987189,6.750305453528299,96.82177266939915,38.76027655479403,56.08115497275772,76.31999895143713,19.97151177373219,-0.0917921896594737,-15.64309531168228,14.573198630156972,14.54355714383665,16.35103612495356,15.949762226465431,8.149681897489552,-14.652946344068113,0.13554449588577436,0.2635206335625566,1.3016542739170889,256,50000,6415.575,2229.922,7969.255,25476.811,57.23076923076924,11.015384615384615,0.10000000149011612,0.0005000000237487257,425.11874,-0.020499174,425.13916,0.0,0.0009629559,5.692785,0.0,0.10000000149011612,0.0005000000237487257,332.2494,-0.0207517,332.27008,1.1920929e-07,0.0006013056,5.7224884,0.0,0.10000000149011612,0.0005000000237487257,322.84097,-0.032822233,322.87366,0.0,0.0009803772,5.6715155,0.0,0.20000000298023224,0.0005000000237487257,1.8584459,-0.012519121,1.868891,0.50348645,0.010369888,0.6741262,0.0,0.10000000149011612,0.0005000000237487257,493.40036,-0.053889975,493.4541,0.0,0.0011464744,5.766808,0.0,0.10000000149011612,0.0005000000237487257,375.16556,0.017729044,375.14774,5.9604645e-08,0.00073575974,5.7199655,0.0,0.10000000149011612,0.0005000000237487257,139.62247,-0.027981538,139.65042,0.0,0.00047797058,5.7048573,0.0
7.105427357601002e-15,-195.79617497309908,-6.553880906786137,27.0,926,25000,False,75000,2774,3,a1c4d071aa404e8bb12711fc46dbc4cf,2020-02-05_00-29-07,1580862547,9.094562530517578,97.62183260917664,4051,ip-172-31-28-107,172.31.28.107,97.62183260917664,75000,3,8,1e45f84f,1,-97.89808748654954,-3.1428779214673455,-14.747235272887963,-7.274214527583084,-8.755037963682042,-14.001632540477999,-97.89808748654954,8.755037963682035,52.297923050056724,39.94873888449336,56.914902412422954,60.37085335123227,19.915762997883053,-0.3712358704563946,-15.570455956526228,16.13728216521334,15.584996366367845,13.827674249875429,15.809957058460506,9.699618960280988,-15.627359586641962,0.13709828962727336,0.2685224029986794,1.226957227573325,384,75000,5948.301,1497.272,6636.116,16992.668,59.584615384615375,11.16923076923077,0.05000000074505806,0.0005000000237487257,380.37686,0.020315789,380.35645,0.0,0.0020234585,5.741666,0.0,0.05000000074505806,0.0005000000237487257,363.19196,0.010116668,363.1817,0.0,0.0028148293,5.8150477,0.0,0.05000000074505806,0.0005000000237487257,389.73767,-0.0720251,389.80954,-1.1920929e-07,0.0036483947,5.6467185,0.0,0.20000000298023224,0.0005000000237487257,2.5932586,-0.015461889,2.603866,0.57536626,0.02427312,0.61977565,0.0,0.05000000074505806,0.0005000000237487257,406.17444,-0.06007588,406.2344,0.0,0.0033886903,5.878548,0.0,0.05000000074505806,0.0005000000237487257,357.20697,-0.08246461,357.28934,0.0,0.0023387074,5.7847676,0.0,0.05000000074505806,0.0005000000237487257,138.5358,-0.0037462038,138.53954,1.7881393e-07,0.00017119448,5.7035747,0.0
7.105427357601002e-15,-108.91760625499802,-6.274392953142738,27.0,926,25000,False,100000,3700,4,a1c4d071aa404e8bb12711fc46dbc4cf,2020-02-05_00-29-16,1580862556,9.425235986709595,107.04706859588623,4051,ip-172-31-28-107,172.31.28.107,107.04706859588623,100000,4,8,1e45f84f,1,-73.43829399823265,-3.4787048185397538,-3.821086190362813,-10.08601472191134,-6.526203227802796,-14.200490857123803,-54.45880312749901,10.086014721911347,64.48757613788536,39.90294947847781,51.22517414122156,62.5342542230097,19.739434547618554,-0.01725503824467739,-15.336314799342643,16.406218939543347,15.265662460472814,15.632552417093398,15.821508777963889,8.08211321320204,-15.219147444767088,0.13909847408100515,0.2744355700058021,1.2042637340125444,512,100000,5777.959,1128.678,5993.344,12752.351,61.776923076923076,11.446153846153846,0.02500000037252903,0.0005000000237487257,441.0355,-0.03003718,441.06537,0.0,0.0065101385,5.839431,0.0,0.02500000037252903,0.0005000000237487257,370.36322,-0.11755539,370.48053,-1.1920929e-07,0.010212302,6.009956,0.0,0.02500000037252903,0.0005000000237487257,384.01974,-0.095409654,384.11487,0.0,0.0118809175,5.6061335,0.0,0.30000001192092896,0.0005000000237487257,3.3153455,-0.02447895,3.3331418,0.64215803,0.022277065,0.556463,0.0,0.02500000037252903,0.0005000000237487257,412.45688,-0.043809734,412.5005,0.0,0.0076185465,6.0007834,0.0,0.02500000037252903,0.0005000000237487257,420.2444,-0.048566096,420.29272,5.9604645e-08,0.007352423,5.914993,0.0,0.02500000037252903,0.0005000000237487257,113.49449,-0.03779437,113.53229,-1.1920929e-07,0.00020633498,5.69813,0.0
7.105427357601002e-15,-130.427740590577,-5.234391400165318,27.0,926,25000,False,125000,4626,5,a1c4d071aa404e8bb12711fc46dbc4cf,2020-02-05_00-29-26,1580862566,9.294782876968384,116.34185147285461,4051,ip-172-31-28-107,172.31.28.107,116.34185147285461,125000,5,8,1e45f84f,1,-121.69935374804372,-1.7898573473830055,-4.665220924174946,-3.5707243791777685,-7.759160714650363,-39.6905425553024,-65.2138702952885,9.329962547819402,97.54326747879736,39.84050689695009,58.43074976149939,60.56389885543423,19.86869777802983,-0.012035642533168134,-15.09266719422621,17.81997104589665,14.76282295758621,14.734789198196678,15.603096774261624,8.226775439615098,-11.741812274260111,0.14033796038405624,0.27807830858727817,1.1927641780213836,640,125000,5702.522,907.337,5556.855,10206.409,62.028571428571425,11.607142857142852,0.02500000037252903,0.0005000000237487257,610.1966,-0.10295876,610.29913,-1.1920929e-07,0.01800548,6.0104527,0.0,0.02500000037252903,0.0005000000237487257,325.2441,-0.043372765,325.28687,-1.1920929e-07,0.0241655,6.29721,0.0,0.02500000037252903,0.0005000000237487257,259.5254,-0.07907249,259.6038,-1.1920929e-07,0.028112996,5.5433326,0.0,0.44999998807907104,0.0005000000237487257,4.2571597,-0.025268447,4.2751007,0.69045997,0.016282994,0.5017758,0.0,0.02500000037252903,0.0005000000237487257,394.27637,-0.053734586,394.32965,0.0,0.017993294,6.1850867,0.0,0.02500000037252903,0.0005000000237487257,360.07782,-0.034149528,360.11154,0.0,0.017559081,6.103379,0.0,0.012500000186264515,0.0005000000237487257,129.96669,0.018616714,129.94806,0.0,0.00031462917,5.697906,0.0
7.105427357601002e-15,-199.76393835210746,-6.849620697772126,27.0,926,25000,False,150000,5552,6,a1c4d071aa404e8bb12711fc46dbc4cf,2020-02-05_00-29-35,1580862575,9.01211929321289,125.3539707660675,4051,ip-172-31-28-107,172.31.28.107,125.3539707660675,150000,6,8,1e45f84f,1,-159.88196917605373,-6.012215401579169,-9.171378884401747,-39.88196917605373,-14.293956321517058,-21.973304640991437,-74.81146269446751,14.293956321517058,95.9140952456246,39.9434271381754,56.79686718868825,63.39160202261341,19.830443116209317,-0.05909838902049225,-16.12423485837096,17.217047735472693,15.426523230338873,15.905221780756106,15.733759647310157,6.558995808380264,-12.895155397136241,0.14074537703908174,0.27935139145975646,1.1795628013628139,768,150000,5603.799,759.675,5265.164,8509.33,57.16923076923077,11.715384615384616,0.02500000037252903,0.0005000000237487257,614.76294,-0.1074862,614.8695,0.0,0.035522234,6.268919,0.0,0.03750000149011612,0.0005000000237487257,382.27014,-0.06417017,382.33286,1.7881393e-07,0.039108742,6.656097,0.0,0.03750000149011612,0.0005000000237487257,273.56555,-0.08764286,273.6515,5.9604645e-08,0.045493074,5.3851166,0.0,0.44999998807907104,0.0005000000237487257,5.996488,-0.025204403,6.014975,0.7373971,0.014928126,0.4408754,0.0,0.02500000037252903,0.0005000000237487257,485.1979,-0.13443288,485.33148,0.0,0.034942627,6.5215383,0.0,0.02500000037252903,0.0005000000237487257,498.7715,-0.058932252,498.82953,0.0,0.03540299,6.28967,0.0,0.0062500000931322575,0.0005000000237487257,96.12657,-0.069396034,96.195946,0.0,0.0033300342,5.675277,0.0
7.105427357601002e-15,-158.3636644966435,-4.637144476542774,27.0,926,25000,False,175000,6478,7,a1c4d071aa404e8bb12711fc46dbc4cf,2020-02-05_00-29-44,1580862584,9.326944828033447,134.68091559410095,4051,ip-172-31-28-107,172.31.28.107,134.68091559410095,175000,7,8,1e45f84f,1,-119.18183224832175,-2.911049887824092,-39.181832248321754,-6.292787295973028,-10.262454141260818,-12.583185496793917,-34.20139152969472,10.262454141260822,99.04963974821749,39.02647960479834,59.38523216407915,77.20465049986257,19.861007040044182,-0.015373355915853815,-15.307027930424805,17.449318441094565,12.963852877870456,19.494342889633693,18.397427726121165,7.215647629297152,-9.580195297025565,0.14099990641319735,0.2802421887202123,1.1700545896880816,896,175000,5542.222,654.135,5092.317,7297.155,57.29999999999999,11.80769230769231,0.03750000149011612,0.0005000000237487257,545.7942,-0.059119243,545.85144,0.0,0.04917735,6.585886,0.0,0.05624999850988388,0.0005000000237487257,311.37927,-0.06663005,311.44226,0.0,0.06487315,7.1634197,0.0,0.05624999850988388,0.0005000000237487257,151.7127,-0.14108466,151.84998,0.0,0.06836474,5.0673494,0.0,0.44999998807907104,0.0005000000237487257,7.355258,-0.029286718,7.378626,0.70843,0.013151423,0.40186706,0.0,0.03750000149011612,0.0005000000237487257,617.28076,-0.080724105,617.35925,0.0,0.06123147,6.8529234,0.0,0.03750000149011612,0.0005000000237487257,545.42847,0.015405174,545.41113,0.0,0.051793657,6.521365,0.0,0.0031250000465661287,0.0005000000237487257,92.0824,0.0074834377,92.074905,1.7881393e-07,0.001573503,5.6423364,0.0
7.105427357601002e-15,-174.44212153042253,-4.3228124797982765,27.0,926,25000,False,200000,7404,8,a1c4d071aa404e8bb12711fc46dbc4cf,2020-02-05_00-29-53,1580862593,8.888696670532227,143.56961226463318,4051,ip-172-31-28-107,172.31.28.107,143.56961226463318,200000,8,8,1e45f84f,1,-187.22106076521126,-8.286325565301226,-25.18445226600626,-8.07132003170534,-4.304337202719907,-6.8152234442704085,-31.00403226733302,11.924353611562339,99.25703958810236,39.97525803494143,57.28399076620234,77.75037417048284,19.980761692633322,-0.010997011535355594,-17.123918100261243,22.116617507932,13.256178236151237,18.537392014672772,19.518699394724777,7.386429734338947,-8.66727336669943,0.14131912800486032,0.28125281412165654,1.1645451015904544,1024,200000,5499.456,575.051,4905.228,6388.415,56.64615384615384,11.869230769230771,0.05624999850988388,0.0005000000237487257,985.7796,-0.104617275,985.8795,1.1920929e-07,0.08409178,6.955582,0.0,0.08437500149011612,0.0005000000237487257,339.43225,-0.07283999,339.50098,-1.1920929e-07,0.048828375,7.5428753,0.0,0.08437500149011612,0.0005000000237487257,126.888,-0.10318549,126.98166,1.1920929e-07,0.1130462,4.6822968,0.0,0.44999998807907104,0.0005000000237487257,11.763707,-0.026867608,11.78538,0.73481554,0.011543328,0.3644935,0.0,0.05624999850988388,0.0005000000237487257,676.9442,-0.14170824,677.08093,0.0,0.08939985,7.3055477,0.0,0.05624999850988388,0.0005000000237487257,549.22156,-0.031481255,549.24896,0.0,0.07205992,6.819353,0.0,0.0015625000232830644,0.0005000000237487257,85.83545,-0.03705495,85.8725,-1.1920929e-07,0.002533243,5.593402,0.0
7.105427357601002e-15,-351.5459119413312,-4.478818823383868,27.0,925,25000,False,225000,8329,9,a1c4d071aa404e8bb12711fc46dbc4cf,2020-02-05_00-30-03,1580862603,9.282553434371948,152.85216569900513,4051,ip-172-31-28-107,172.31.28.107,152.85216569900513,225000,9,8,1e45f84f,1,-215.7729559706656,-11.647886345562128,-135.7729559706656,-7.034952327742275,-6.293409680985491,-7.1001398679920555,-28.625598653017246,12.03377365205651,95.22401852307803,39.31727966417632,58.87012640955629,79.47435945205771,19.96943556271973,-0.17360006338863954,-17.048800579377986,22.06408365464017,12.536607560929491,18.870927786784556,21.211485197533538,6.480358796653589,-6.579089304036288,0.14165378822200003,0.28246409166437236,1.161656828297028,1152,225000,5471.676,514.296,4795.738,5682.151,59.93846153846154,11.900000000000002,0.08437500149011612,0.0005000000237487257,920.431,-0.072303414,920.4948,5.9604645e-08,0.10143296,7.305902,0.0,0.12656250596046448,0.0005000000237487257,485.43716,0.035424374,485.40125,0.0,0.003400351,7.554785,0.0,0.12656250596046448,0.0005000000237487257,79.72417,-0.028932191,79.74105,-1.1920929e-07,0.09515281,4.2833242,0.0,0.44999998807907104,0.0005000000237487257,16.444487,-0.025866248,16.46567,0.72741055,0.010410959,0.31074065,0.0,0.08437500149011612,0.0005000000237487257,844.40674,-0.043754533,844.4454,0.0,0.059750117,7.7670727,0.0,0.08437500149011612,0.0005000000237487257,550.1201,-0.052997664,550.16705,0.0,0.07146867,7.170915,0.0,0.0007812500116415322,0.0005000000237487257,82.0802,-0.038224205,82.11841,5.9604645e-08,0.0044926153,5.4974113,0.0
7.105427357601002e-15,-362.9538957633073,-5.515738536820771,27.0,926,25000,False,250000,9255,10,a1c4d071aa404e8bb12711fc46dbc4cf,2020-02-05_00-30-12,1580862612,8.941398620605469,161.7935643196106,4051,ip-172-31-28-107,172.31.28.107,161.7935643196106,250000,10,8,1e45f84f,1,-241.47694788165364,-12.615423211626307,-90.69236214629723,-121.47694788165364,-48.905758886845376,-9.338195148985882,-22.899700770563406,13.411392737872307,94.01988529889229,39.66305345460215,57.52147499612025,77.12350508028314,19.936353490438933,-0.015162517588153207,-17.362303789331893,22.912438592223072,12.69434156585302,15.048140241365905,18.121750342458245,7.545761575415967,-4.98683011098354,0.1419947649942464,0.2834214080222835,1.159683026908401,1280,250000,5452.395,464.991,4673.687,5116.575,56.93076923076924,11.900000000000002,0.12656250596046448,0.0005000000237487257,859.69446,-0.0073369546,859.6966,1.1920929e-07,0.040881753,7.686752,0.0,0.06328125298023224,0.0005000000237487257,400.7057,0.031640053,400.67337,0.0,0.010275709,7.5490856,0.0,0.18984374403953552,0.0005000000237487257,46.412167,-0.07147321,46.46324,-1.1920929e-07,0.10745439,3.9564211,0.0,0.44999998807907104,0.0005000000237487257,20.922314,-0.024619093,20.94263,0.73452014,0.009556124,0.27753702,0.0,0.12656250596046448,0.0005000000237487257,673.85266,-0.06725666,673.915,0.0,0.03880912,8.062729,0.0,0.12656250596046448,0.0005000000237487257,622.9801,-0.006919248,622.98566,0.0,0.010822656,7.204354,0.0,0.0003906250058207661,0.0005000000237487257,90.44303,-0.020910578,90.463936,0.0,0.009156048,5.4159,0.0
