name mean std
friction_hard_torsolegmax_floorthighfootmin 741.1508668270699 209.92829948014418
friction_hard_floorthighmax_torsolegfootmin 738.7859368981244 220.00054921956308
friction_hard_footlegmax_floortorsothighmin 1051.5239215822196 113.75796981854428
friction_hard_torsothighfloormax_footlegmin 751.8417101784471 212.8251535054826
friction_hard_torsofootmax_floorthighlegmin 1067.3629056647244 157.6059669659139
friction_hard_floorthighlegmax_torsofootmin 751.8593087561237 196.72093351522474
friction_hard_floorfootmax_torsothighlegmin 1102.816611760662 222.2614730110867
friction_hard_thighlegmax_floortorsofootmin 740.1725635357055 188.0766919940214
